0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
89,0.5182,1.4362,1.1055,0.0449,0.8056,1.4923,0.6142,0.6436,0.539,0.0573,0.2168,1.4162,0.2885,0.331,0.03,0.5047,0.2777,0.617,1.2142,0.0793,1.4128,1.0432,1.426,0.9286,0.7075,0.2444,1.3676,0.9401,0.0256,0.5205,1.1856,0.8727,0.7035,1.5484,1.2288,0.5293,0.3069,0.1945,0.6756,0.9198,0.2947,0.469,0.3446,1.1111,0.6535,0.6569,0.7274,1.3706,0.4871,1.5551,0.2603,1.2431,0.9948,0.2697,0.9521,0.5026,0.429,0.1066,0.6879,1.1985,1.0514,0.7196,0.9853,0.9424,1.1735,1.4243,0.9013,0.308,1.0163,1.1812,0.6463,1.0304,1.3986,1.5509,1.6634,0.6978,0.5031,1.1116,0.2394,0.7438,1.687,0.2775,0.2572,0.7427,0.72,1.591,1.5595,0.3252,0,0.7459,0.3391,1.5922,1.4735,0.3545,0.3103,0.4297,0.494,0.6774,0.5929,1.1697,1.5898,1.6293,1.489,0.9865,1.0937,1.6028,0.4865,1.4215,1.391,0.4628,0.7373,0.9638,0.1695,0.339,1.2685,1.4668,0.2372,0.8543,0.8357,0.7618,0.3787,0.7065,0.4079,0.6804
90,0.9711,0.7105,0.5635,0.7119,0.605,0.7572,0.1415,0.7688,0.2429,0.6905,0.9113,0.7429,0.6945,0.613,0.7258,0.3394,0.5248,0.3635,0.4691,0.6861,0.6801,0.3307,0.7546,0.3054,0.4338,0.5047,0.7181,0.3838,0.7707,0.3306,0.4491,0.2867,0.3502,0.8586,0.4904,0.2407,1.0332,0.8258,0.3618,0.3088,0.6604,0.3328,0.4922,0.5011,0.102,0.7992,0.6844,0.7714,0.7823,0.8102,0.5126,0.6327,0.2553,0.5836,0.2451,0.5512,0.3169,0.7649,0.4128,0.4634,0.3351,0.2069,0.2433,0.3138,0.5079,0.6918,0.3388,0.6408,0.4881,0.5413,0.6389,0.3532,0.7007,0.8051,0.9176,0.3654,0.2743,0.4776,0.5127,0.0212,0.9414,0.9996,0.4973,1.0222,0.8586,0.8601,0.8736,0.487,0.7459,0,0.444,0.9614,0.8469,0.4811,0.4504,0.7615,0.2619,0.6669,0.2709,0.5327,0.8449,0.8973,0.7438,0.3938,0.4811,0.8705,0.31,0.7254,0.7176,0.2832,0.0104,0.2179,0.6962,0.7847,0.6815,0.7211,0.9719,0.5327,0.2855,0.2703,0.4659,0.2243,0.3892,0.9447
91,0.5595,1.1539,0.9141,0.2971,0.5198,1.1651,0.3375,0.4774,0.3083,0.2822,0.4716,1.1691,0.2604,0.1941,0.3288,0.3444,0.2692,0.2863,0.9087,0.3063,1.1241,0.7133,1.1801,0.6901,0.5832,0.1687,1.1331,0.6016,0.3646,0.3559,0.893,0.5339,0.3699,1.2925,0.906,0.2062,0.6456,0.4837,0.3441,0.5813,0.4182,0.2921,0.3051,0.7721,0.3699,0.5029,0.4898,1.1621,0.4044,1.2485,0.079,1.0256,0.6768,0.1429,0.6774,0.2543,0.1651,0.3298,0.5574,0.9074,0.7222,0.4902,0.6869,0.7026,0.9264,1.1358,0.6853,0.4113,0.6807,0.8422,0.4099,0.6948,1.1363,1.2384,1.3494,0.3662,0.2825,0.8783,0.1827,0.4365,1.3718,0.6152,0.184,0.6817,0.5729,1.304,1.3061,0.051,0.3391,0.444,0,1.3712,1.253,0.3039,0.0474,0.3644,0.2468,0.4459,0.3965,0.9369,1.2721,1.3413,1.1815,0.6475,0.7547,1.3144,0.2943,1.1605,1.1435,0.1911,0.4373,0.6556,0.371,0.356,1.0631,1.1524,0.5416,0.5414,0.4966,0.5526,0.079,0.4856,0.2665,0.6038
92,1.9239,0.4204,0.4933,1.5729,1.5168,0.8326,1.0353,1.7265,1.0728,1.5476,1.796,0.2402,1.6316,1.5584,1.5646,1.0878,1.3164,1.3184,0.6618,1.5157,0.4716,0.9248,0.2277,0.6812,0.9055,1.3596,0.2436,1.1729,1.6122,1.0721,0.6019,1.1171,1.284,0.219,0.795,1.189,1.8101,1.5818,1.304,1.0956,1.371,1.1271,1.2524,1.1431,1.0072,1.7569,1.6255,0.226,1.7416,0.6034,1.4225,0.3495,0.8519,1.5136,0.7177,1.5126,1.2113,1.6488,0.9191,0.587,0.9138,0.8855,0.7631,0.6687,0.4536,0.4668,0.6937,1.3489,1.2401,1.1044,1.5914,1.0033,0.3209,0.6622,0.6999,1.3009,1.1055,0.493,1.3604,0.9776,0.7199,1.7764,1.3418,1.9825,1.8131,0.4361,0.2006,1.4204,1.5922,0.9614,1.3712,0,0.119,1.2415,1.3606,1.717,1.1304,1.6161,1.0026,0.4345,0.7246,0.4494,0.6099,1.1362,1.1333,0.4483,1.1125,0.3004,0.2611,1.1815,0.9638,0.8188,1.4716,1.7266,0.3268,0.6776,1.829,1.4142,1.1475,0.8332,1.4124,0.8942,1.1856,1.9055
93,1.8065,0.3698,0.3775,1.454,1.411,0.7878,0.9176,1.6138,0.954,1.4287,1.677,0.1601,1.5134,1.4408,1.446,0.969,1.1979,1.206,0.5772,1.3971,0.4165,0.8299,0.1498,0.563,0.7895,1.2406,0.1347,1.074,1.4936,0.9533,0.5093,1.0137,1.1743,0.2121,0.7164,1.0723,1.6935,1.4651,1.1934,0.9947,1.2546,1.0082,1.1342,1.0554,0.8901,1.6443,1.5161,0.1144,1.6255,0.5773,1.3037,0.2306,0.7505,1.3953,0.6046,1.3978,1.0927,1.5298,0.8024,0.4952,0.8194,0.7666,0.6563,0.5507,0.3404,0.4143,0.5748,1.2324,1.1458,1.0223,1.4799,0.9088,0.2501,0.6328,0.6885,1.1911,0.9866,0.3752,1.2415,0.8635,0.7111,1.6597,1.2229,1.8689,1.7014,0.4279,0.2016,1.3023,1.4735,0.8469,1.253,0.119,0,1.1232,1.2419,1.6001,1.0117,1.5053,0.8836,0.3171,0.6989,0.4505,0.5707,1.0399,1.0444,0.4424,0.9935,0.2359,0.1734,1.0631,0.8489,0.7132,1.3539,1.6086,0.2112,0.633,1.7103,1.311,1.0425,0.7142,1.295,0.7753,1.0668,1.7916
94,0.795,1.1162,0.7523,0.3426,0.8054,1.2348,0.3399,0.7782,0.2392,0.317,0.5673,1.075,0.4948,0.4659,0.3256,0.1646,0.0771,0.5398,0.9241,0.276,1.099,0.8097,1.0841,0.5925,0.354,0.1641,1.022,0.7882,0.3726,0.1797,0.8808,0.6991,0.6051,1.21,0.968,0.3511,0.5845,0.3608,0.5886,0.7392,0.1793,0.1499,0.0119,0.943,0.3791,0.8023,0.7918,1.0185,0.6815,1.2587,0.2872,0.8936,0.7348,0.3891,0.6395,0.5582,0.2214,0.4282,0.3337,0.8919,0.8149,0.3896,0.6955,0.6064,0.8356,1.1101,0.5564,0.1604,0.8847,0.9987,0.713,0.8206,1.0653,1.2631,1.3762,0.6083,0.2068,0.7687,0.1557,0.4875,1.4013,0.5501,0.1412,0.9627,0.8724,1.2727,1.2198,0.3428,0.3545,0.4811,0.3039,1.2415,1.1232,0,0.259,0.632,0.2275,0.7491,0.2576,0.8257,1.3099,1.3116,1.195,0.8205,0.9235,1.2856,0.1725,1.087,1.0502,0.2404,0.4709,0.6886,0.2366,0.5858,0.9164,1.1836,0.589,0.8033,0.6737,0.4192,0.3829,0.3728,0.0926,0.8876
95,0.5808,1.1569,0.8963,0.2707,0.5668,1.1846,0.3334,0.5198,0.29,0.2531,0.4609,1.1634,0.2766,0.2219,0.2969,0.3132,0.2219,0.328,0.9185,0.2697,1.1289,0.7341,1.1741,0.6801,0.552,0.1217,1.1245,0.6356,0.336,0.3257,0.8985,0.5639,0.4095,1.2891,0.923,0.2209,0.6146,0.4437,0.385,0.6106,0.371,0.2616,0.2596,0.8049,0.3687,0.5446,0.5367,1.1485,0.4369,1.2593,0.0632,1.0132,0.6912,0.1576,0.6765,0.3002,0.1493,0.3149,0.5267,0.9124,0.7426,0.476,0.6935,0.693,0.9198,1.1406,0.6705,0.364,0.7179,0.8732,0.4565,0.7201,1.1341,1.2514,1.3631,0.407,0.2607,0.8684,0.1358,0.4451,1.386,0.5833,0.1366,0.7166,0.6147,1.3087,1.3022,0.085,0.3103,0.4504,0.0474,1.3606,1.2419,0.259,0,0.3933,0.2305,0.4924,0.3734,0.9272,1.2872,1.3463,1.1926,0.6798,0.7871,1.3195,0.2668,1.158,1.1378,0.1801,0.4429,0.6657,0.3276,0.3732,1.0486,1.166,0.5241,0.586,0.5281,0.5349,0.1252,0.4694,0.229,0.6394
96,0.2105,1.4611,1.2735,0.3942,0.4821,1.3933,0.6846,0.2283,0.6712,0.4055,0.3691,1.5039,0.1474,0.1715,0.4466,0.7064,0.5711,0.447,1.1939,0.4681,1.4249,0.9533,1.5155,1.0391,0.9453,0.4683,1.4753,0.7604,0.4428,0.7186,1.1963,0.734,0.522,1.6197,1.1571,0.528,0.6669,0.624,0.4912,0.7801,0.6766,0.6545,0.6287,0.9241,0.7102,0.2346,0.3559,1.5146,0.0574,1.5214,0.3476,1.3766,0.9516,0.2433,1.006,0.2348,0.5287,0.3323,0.9199,1.2117,0.9644,0.848,0.992,1.0508,1.2657,1.4365,1.0421,0.6804,0.7989,1.004,0.2918,0.9094,1.4615,1.5008,1.606,0.5076,0.6468,1.2253,0.4781,0.7481,1.6255,0.65,0.491,0.3321,0.2925,1.603,1.6349,0.3137,0.4297,0.7615,0.3644,1.717,1.6001,0.632,0.3933,0,0.6093,0.3095,0.7608,1.2831,1.5228,1.6382,1.4547,0.8158,0.9119,1.6115,0.6582,1.4863,1.4785,0.5518,0.7576,0.9492,0.573,0.1061,1.4177,1.4134,0.4696,0.5749,0.6914,0.9133,0.3074,0.8455,0.6207,0.2602
97,0.8063,0.9429,0.6675,0.4642,0.639,1.0191,0.1224,0.6911,0.0619,0.441,0.6771,0.9364,0.5052,0.4405,0.4716,0.1365,0.2635,0.3609,0.7235,0.429,0.9189,0.5852,0.9469,0.4507,0.3555,0.2497,0.8954,0.5658,0.518,0.1401,0.6917,0.4743,0.408,1.0644,0.7523,0.1498,0.7732,0.5639,0.3984,0.513,0.4054,0.097,0.2375,0.7168,0.1627,0.7195,0.6612,0.918,0.6457,1.0635,0.2921,0.7828,0.5171,0.3861,0.4589,0.4558,0.082,0.5285,0.3291,0.7046,0.5911,0.2455,0.4936,0.4639,0.6925,0.9304,0.4402,0.3874,0.665,0.7714,0.5921,0.5934,0.9112,1.0621,1.1751,0.415,0.0461,0.6388,0.2558,0.2651,1.1994,0.7393,0.2391,0.9169,0.7876,1.0973,1.0768,0.2977,0.494,0.2619,0.2468,1.1304,1.0117,0.2275,0.2305,0.6093,0,0.6269,0.1544,0.6976,1.1044,1.1355,0.998,0.5953,0.6972,1.1089,0.0808,0.9347,0.9109,0.0586,0.2522,0.4774,0.4343,0.6015,0.8183,0.9796,0.7268,0.6133,0.4514,0.3059,0.3049,0.2394,0.1354,0.8381
98,0.464,1.3031,1.227,0.6344,0.1811,1.1623,0.6483,0.132,0.6825,0.6358,0.6707,1.3862,0.4015,0.3467,0.6847,0.7566,0.7132,0.3037,1.0215,0.6884,1.2602,0.7546,1.3984,0.9715,0.9815,0.6083,1.373,0.522,0.697,0.7638,1.0444,0.529,0.3335,1.4855,0.954,0.4913,0.9532,0.8655,0.3122,0.5672,0.8546,0.7066,0.7507,0.6664,0.6574,0.1581,0.0501,1.4363,0.2749,1.3238,0.4846,1.2981,0.7851,0.4165,0.9016,0.1928,0.5653,0.6006,0.9551,1.0605,0.7666,0.8193,0.8559,0.9804,1.165,1.2714,0.9961,0.8508,0.5324,0.7469,0.0361,0.6943,1.3288,1.294,1.3914,0.3164,0.6726,1.1429,0.6218,0.648,1.408,0.932,0.6267,0.386,0.1997,1.4307,1.503,0.414,0.6774,0.6669,0.4459,1.6161,1.5053,0.7491,0.4924,0.3095,0.6269,0,0.7762,1.1963,1.3055,1.4627,1.2593,0.5772,0.6579,1.4368,0.7,1.3537,1.3619,0.5716,0.6673,0.8031,0.7811,0.4106,1.3481,1.2083,0.7702,0.2913,0.4896,0.8911,0.3672,0.8248,0.6997,0.3192
99,0.954,0.8585,0.5258,0.5711,0.7731,0.996,0.1587,0.8447,0.0943,0.546,0.7935,0.8236,0.65,0.5906,0.5666,0.093,0.3245,0.4962,0.674,0.5189,0.8417,0.5962,0.8332,0.3372,0.2065,0.357,0.7749,0.6395,0.6143,0.0782,0.6259,0.5425,0.5281,0.9569,0.7316,0.2871,0.8419,0.6183,0.5246,0.5722,0.4253,0.1246,0.2695,0.77,0.1817,0.8733,0.8081,0.7843,0.7987,1.0044,0.4311,0.6531,0.5062,0.5309,0.384,0.6094,0.2324,0.6463,0.1804,0.6364,0.5991,0.132,0.4494,0.3511,0.5818,0.8527,0.3092,0.4036,0.7433,0.8122,0.742,0.624,0.8097,1.0114,1.1242,0.538,0.1141,0.5187,0.358,0.285,1.1497,0.8075,0.3394,1.0712,0.941,1.0151,0.9674,0.4475,0.5929,0.2709,0.3965,1.0026,0.8836,0.2576,0.3734,0.7608,0.1544,0.7762,0,0.5768,1.0607,1.0539,0.9416,0.6577,0.75,1.028,0.1105,0.8318,0.7985,0.213,0.2608,0.4518,0.4938,0.7465,0.683,0.934,0.8302,0.7328,0.5302,0.1695,0.4586,0.1155,0.1852,0.9924
100,1.4895,0.3578,0.1664,1.1475,1.1129,0.6929,0.6008,1.3013,0.6413,1.1226,1.3686,0.2505,1.1972,1.1239,1.1431,0.6658,0.8979,0.8945,0.3809,1.0951,0.37,0.5729,0.259,0.2471,0.5175,0.9322,0.1984,0.7972,1.1909,0.6501,0.2941,0.7254,0.8687,0.3879,0.5226,0.7553,1.4059,1.178,0.8858,0.714,0.9709,0.7012,0.8371,0.8121,0.573,1.3318,1.2098,0.2403,1.3088,0.5681,0.9895,0.1047,0.4756,1.0795,0.2957,1.0824,0.7779,1.2205,0.5244,0.2873,0.5644,0.4542,0.3673,0.2344,0.0627,0.377,0.2693,0.9484,0.8809,0.797,1.1696,0.6498,0.2605,0.6037,0.6991,0.8852,0.6749,0.0588,0.9341,0.5502,0.7259,1.3717,0.9156,1.5547,1.3904,0.502,0.3959,0.986,1.1697,0.5327,0.9369,0.4345,0.3171,0.8257,0.9272,1.2831,0.6976,1.1963,0.5768,0,0.6699,0.5392,0.5264,0.7716,0.7977,0.5173,0.6849,0.2772,0.2264,0.7477,0.5341,0.4255,1.0607,1.2921,0.1628,0.5604,1.4069,1.0197,0.7493,0.408,0.978,0.4647,0.7618,1.477
101,1.728,0.3393,0.8363,1.5544,1.1487,0.1613,0.9821,1.4361,1.0737,1.5338,1.7435,0.5514,1.4979,1.4096,1.5704,1.1503,1.3634,1.0761,0.3867,1.531,0.307,0.5702,0.558,0.7741,1.1072,1.3496,0.6204,0.7835,1.6148,1.1371,0.4446,0.79,1.0026,0.5058,0.3682,1.0671,1.8775,1.6657,1.0326,0.7457,1.4847,1.1607,1.3216,0.658,0.9418,1.4635,1.2925,0.7479,1.5235,0.1219,1.3469,0.713,0.596,1.4012,0.6811,1.2883,1.1614,1.601,1.1027,0.4382,0.5595,0.9341,0.6144,0.7625,0.6137,0.3034,0.8415,1.4634,0.7921,0.5849,1.295,0.6158,0.4684,0.0682,0.0868,1.0179,1.1087,0.6903,1.3576,0.8461,0.1029,1.8437,1.342,1.6899,1.4984,0.2932,0.524,1.3074,1.5898,0.8449,1.2721,0.7246,0.6989,1.3099,1.2872,1.5228,1.1044,1.3055,1.0607,0.6699,0,0.2928,0.1437,0.7286,0.6606,0.284,1.1385,0.4728,0.5513,1.1279,0.8539,0.6273,1.5366,1.576,0.7617,0.1268,1.8113,1.029,0.8325,0.9352,1.2725,0.9545,1.2223,1.6246
102,1.8483,0.1956,0.693,1.5995,1.3252,0.4326,1.0173,1.5882,1.0917,1.5765,1.8068,0.3347,1.5882,1.5037,1.6061,1.147,1.3759,1.1974,0.4452,1.5618,0.2174,0.7087,0.3359,0.7253,1.0443,1.3849,0.4136,0.9549,1.653,1.132,0.4482,0.9337,1.1374,0.2397,0.5175,1.1368,1.8952,1.6722,1.1645,0.8969,1.4742,1.1699,1.3234,0.8663,0.9794,1.6174,1.4584,0.5274,1.6486,0.1844,1.4091,0.5404,0.6876,1.4802,0.6774,1.4097,1.2054,1.6592,1.0469,0.434,0.6967,0.9219,0.6546,0.7117,0.5013,0.2057,0.7778,1.4519,0.99,0.8053,1.4462,0.775,0.2818,0.243,0.2527,1.1541,1.1278,0.581,1.3903,0.9053,0.2711,1.8609,1.3729,1.8477,1.6614,0.0389,0.2539,1.3836,1.6293,0.8973,1.3413,0.4494,0.4505,1.3116,1.3463,1.6382,1.1355,1.4627,1.0539,0.5392,0.2928,0,0.2261,0.9053,0.8633,0.0269,1.1496,0.2712,0.3463,1.1719,0.9041,0.6909,1.5473,1.6751,0.5729,0.2961,1.8619,1.2089,0.9733,0.9005,1.3586,0.9391,1.2332,1.7766
103,1.663,0.2028,0.6928,1.4556,1.1139,0.2235,0.876,1.3874,0.9625,1.434,1.6525,0.4174,1.4177,1.3308,1.4682,1.0329,1.2522,1.0087,0.2749,1.4268,0.1651,0.5064,0.4252,0.6415,0.9746,1.2463,0.4827,0.7432,1.5137,1.0191,0.3168,0.7325,0.9419,0.3923,0.3054,0.9754,1.77,1.5538,0.9705,0.6922,1.3669,1.0472,1.2068,0.6437,0.8362,1.4159,1.2515,0.611,1.4603,0.0671,1.2539,0.5701,0.5075,1.3155,0.5582,1.2222,1.0601,1.5075,0.9715,0.3079,0.4946,0.8123,0.5044,0.6294,0.4707,0.1628,0.7067,1.3452,0.7705,0.5804,1.2452,0.5656,0.3311,0.0777,0.1845,0.9581,0.9981,0.5481,1.2533,0.7477,0.211,1.7359,1.237,1.6452,1.4563,0.2082,0.412,1.22,1.489,0.7438,1.1815,0.6099,0.5707,1.195,1.1926,1.4547,0.998,1.2593,0.9416,0.5264,0.1437,0.2261,0,0.6914,0.6419,0.2062,1.0255,0.3384,0.4148,1.0263,0.752,0.5269,1.4256,1.5001,0.6199,0.0721,1.7155,0.9959,0.7738,0.8075,1.1893,0.8321,1.1098,1.5764
104,1.0132,0.7671,0.8674,0.9441,0.4229,0.5858,0.505,0.7083,0.6053,0.9297,1.0918,0.8962,0.8203,0.7318,0.9757,0.7101,0.8406,0.3855,0.4851,0.9492,0.7189,0.2117,0.9087,0.6235,0.827,0.7808,0.9059,0.0559,1.012,0.705,0.5344,0.1214,0.2999,0.9693,0.388,0.4791,1.293,1.1181,0.3311,0.0855,0.9937,0.6877,0.8296,0.1254,0.4762,0.7353,0.5641,1.0004,0.8084,0.7537,0.7262,0.875,0.296,0.7463,0.502,0.583,0.608,0.9651,0.8065,0.5497,0.223,0.5981,0.407,0.625,0.7213,0.7291,0.6826,0.9777,0.1097,0.1961,0.5682,0.1346,0.8223,0.72,0.8149,0.3118,0.6269,0.7333,0.793,0.3762,0.831,1.2624,0.7834,0.9613,0.7699,0.8766,0.9886,0.6659,0.9865,0.3938,0.6475,1.1362,1.0399,0.8205,0.6798,0.8158,0.5953,0.5772,0.6577,0.7716,0.7286,0.9053,0.6914,0,0.1074,0.8806,0.6669,0.8459,0.8752,0.5826,0.4029,0.3501,0.9938,0.8843,0.9344,0.6356,1.1753,0.3046,0.152,0.6549,0.6178,0.6168,0.7301,0.8963
105,1.1051,0.7435,0.9094,1.0512,0.4916,0.5093,0.6014,0.7899,0.7034,1.037,1.1966,0.8937,0.9231,0.8351,1.083,0.8076,0.9458,0.4897,0.4719,1.0566,0.6929,0.2254,0.906,0.6785,0.9095,0.8877,0.9127,0.1562,1.1192,0.8015,0.5353,0.2264,0.403,0.9528,0.3514,0.5851,1.4003,1.225,0.434,0.1843,1.098,0.7879,0.9329,0.02,0.5702,0.8154,0.6391,1.0163,0.9011,0.7002,0.8335,0.8983,0.3314,0.852,0.5504,0.6815,0.7133,1.0713,0.8903,0.5492,0.2334,0.6797,0.4466,0.678,0.7428,0.7021,0.7428,1.0816,0.1315,0.0922,0.6529,0.1526,0.814,0.6604,0.7474,0.4138,0.7268,0.7658,0.8998,0.4653,0.7612,1.3697,0.8899,1.0369,0.8441,0.8378,0.9727,0.7726,1.0937,0.4811,0.7547,1.1333,1.0444,0.9235,0.7871,0.9119,0.6972,0.6579,0.75,0.7977,0.6606,0.8633,0.6419,0.1074,0,0.8401,0.7666,0.8363,0.8746,0.6871,0.4909,0.3945,1.1004,0.9843,0.959,0.58,1.2811,0.3719,0.2592,0.7314,0.724,0.6995,0.8324,0.9756
106,1.8216,0.1701,0.6728,1.5728,1.3001,0.418,0.9906,1.5622,1.0653,1.5498,1.78,0.3198,1.5614,1.4769,1.5796,1.121,1.3497,1.1709,0.4186,1.5353,0.1905,0.6832,0.3219,0.7001,1.0203,1.3583,0.3982,0.93,1.6264,1.1061,0.4214,0.9079,1.1112,0.2342,0.4931,1.1099,1.8691,1.6463,1.1381,0.8713,1.4486,1.1437,1.2974,0.8434,0.9527,1.5914,1.4328,0.5149,1.622,0.1703,1.3822,0.5221,0.661,1.4533,0.6509,1.3831,1.1787,1.6324,1.0225,0.4071,0.6711,0.896,0.6277,0.6865,0.4781,0.1789,0.7533,1.4263,0.9663,0.7833,1.4202,0.75,0.262,0.23,0.2516,1.1279,1.1014,0.558,1.3637,0.8784,0.272,1.8347,1.3463,1.8217,1.6357,0.0158,0.2499,1.3567,1.6028,0.8705,1.3144,0.4483,0.4424,1.2856,1.3195,1.6115,1.1089,1.4368,1.028,0.5173,0.284,0.0269,0.2062,0.8806,0.8401,0,1.1233,0.2531,0.3299,1.1451,0.8773,0.664,1.5213,1.6482,0.5565,0.2773,1.8353,1.184,0.9474,0.8752,1.3317,0.9133,1.207,1.7505
107,0.8475,0.955,0.6361,0.4627,0.7186,1.0623,0.1702,0.7574,0.0671,0.4379,0.684,0.9301,0.5425,0.487,0.461,0.057,0.2272,0.4409,0.7533,0.4145,0.935,0.64,0.94,0.4422,0.2899,0.2474,0.8833,0.64,0.5086,0.064,0.7131,0.5466,0.4888,1.062,0.7955,0.2304,0.7468,0.5283,0.4791,0.5832,0.351,0.0228,0.184,0.7864,0.2082,0.785,0.736,0.8947,0.6987,1.0898,0.3225,0.763,0.5626,0.424,0.4734,0.5232,0.1369,0.5364,0.2639,0.7248,0.6448,0.2331,0.524,0.456,0.6871,0.9463,0.4188,0.3311,0.7407,0.8375,0.6648,0.6553,0.9126,1.0926,1.2058,0.4958,0.0401,0.6265,0.2492,0.3177,1.2307,0.7125,0.2307,0.9747,0.8539,1.111,1.0731,0.3447,0.4865,0.31,0.2943,1.1125,0.9935,0.1725,0.2668,0.6582,0.0808,0.7,0.1105,0.6849,1.1385,1.1496,1.0255,0.6669,0.7666,1.1233,0,0.9352,0.9048,0.129,0.2997,0.5162,0.4003,0.639,0.7934,1.0123,0.7233,0.6941,0.5262,0.2793,0.3621,0.2204,0.0844,0.8963
108,1.6962,0.1357,0.4233,1.3958,1.2408,0.5525,0.8247,1.4707,0.8839,1.3715,1.6118,0.079,1.4171,1.3376,1.3962,0.9238,1.1562,1.065,0.3646,1.3496,0.1806,0.6344,0.0871,0.4948,0.7934,1.1793,0.15,0.886,1.4438,0.9083,0.3142,0.8386,1.0203,0.1334,0.4948,0.9641,1.6709,1.4443,1.0432,0.8125,1.24,0.9536,1.0987,0.8454,0.7907,1.5009,1.3584,0.2755,1.5047,0.3536,1.2212,0.2692,0.5729,1.303,0.4835,1.2692,1.011,1.4631,0.7989,0.2983,0.623,0.7023,0.5,0.4809,0.2524,0.1789,0.5354,1.2175,0.9471,0.8046,1.3318,0.7117,0.025,0.4052,0.4752,1.0374,0.9192,0.3264,1.1828,0.7382,0.5,1.6365,1.1646,1.7298,1.5529,0.2372,0.1496,1.2069,1.4215,0.7254,1.1605,0.3004,0.2359,1.087,1.158,1.4863,0.9347,1.3537,0.8318,0.2772,0.4728,0.2712,0.3384,0.8459,0.8363,0.2531,0.9352,0,0.0799,0.9786,0.73,0.5508,1.3235,1.509,0.3044,0.3981,1.6578,1.1333,0.8724,0.6682,1.1903,0.7166,1.0161,1.6547
109,1.6875,0.2124,0.3566,1.3673,1.2578,0.6244,0.806,1.4753,0.8572,1.3426,1.5862,0.0256,1.4024,1.3253,1.3649,0.8889,1.1215,1.0676,0.405,1.3174,0.2529,0.6639,0.037,0.4627,0.7428,1.1511,0.0701,0.9118,1.4127,0.8732,0.3412,0.8571,1.0288,0.1616,0.5431,0.9523,1.6317,1.404,1.05,0.8348,1.1973,0.922,1.0617,0.8851,0.7743,1.5057,1.3695,0.1966,1.4998,0.4329,1.2007,0.1972,0.5914,1.2864,0.4726,1.267,0.9893,1.4377,0.7504,0.3265,0.653,0.672,0.5063,0.449,0.2184,0.2529,0.4942,1.1747,0.9795,0.85,1.3384,0.7425,0.0838,0.4834,0.5551,1.0458,0.8919,0.2817,1.1537,0.7322,0.58,1.5974,1.1354,1.7331,1.56,0.3141,0.1697,1.1912,1.391,0.7176,1.1435,0.2611,0.1734,1.0502,1.1378,1.4785,0.9109,1.3619,0.7985,0.2264,0.5513,0.3463,0.4148,0.8752,0.8746,0.3299,0.9048,0.0799,0,0.9578,0.7211,0.5608,1.2858,1.4957,0.2267,0.4717,1.628,1.154,0.8884,0.6313,1.1781,0.6845,0.9836,1.6568
110,0.7503,0.9809,0.7232,0.4296,0.5918,1.0356,0.155,0.6332,0.1201,0.4077,0.6357,0.9833,0.4511,0.3839,0.4426,0.186,0.2594,0.3155,0.7515,0.4034,0.9546,0.5936,0.9941,0.5006,0.4127,0.222,0.9447,0.5485,0.4875,0.1923,0.7254,0.4613,0.3707,1.1094,0.77,0.1118,0.7519,0.5513,0.3577,0.5031,0.4111,0.1387,0.2487,0.7064,0.1925,0.6614,0.6071,0.9712,0.5875,1.0925,0.243,0.8351,0.5348,0.3324,0.4984,0.398,0.0338,0.4876,0.3863,0.7388,0.6004,0.2991,0.5231,0.5134,0.7398,0.9662,0.4942,0.3953,0.6444,0.7654,0.5365,0.594,0.9547,1.0883,1.2009,0.3759,0.102,0.6889,0.2308,0.2822,1.2246,0.7186,0.2164,0.8583,0.7297,1.1339,1.1223,0.2417,0.4628,0.2832,0.1911,1.1815,1.0631,0.2404,0.1801,0.5518,0.0586,0.5716,0.213,0.7477,1.1279,1.1719,1.0263,0.5826,0.6871,1.1451,0.129,0.9786,0.9578,0,0.2746,0.5012,0.4225,0.547,0.8721,1.0044,0.691,0.5738,0.4342,0.362,0.2465,0.2947,0.1557,0.7795
